id,filename,speaker,tags,transcription,
1216,SAM%20BRADFORD%20IS%20HOT-JACKIE.mp3,jackie,jackie sam bradford,I like sam bradford hes kinda hot,
1217,SAME%20AS%20WOMEN.mp3,charlie,opportunity charlie,we need the same opportunity as women,
1218,SAUSAGE%20FINGERS.mp3,doug,sausage fingers salsiccia goldberg joel,big salsiccia fingers,
1219,SAY%20MY%20NAME.mp3,unknown man,say,can you say my name,
1220,SCALE%20OF%201-10.mp3,larry nickel,scale larry,on a scale of one to ten it was an eleven ,
1221,SCHLEPPER.mp3,doug,schlepper,alright youre a schlepper,
1222,SCHOOL%20GIRL%20GIGGLE.mp3,unknown man,giggle,that made me giggle like a little school girl,
1223,SCHWEATY%20BALLS-FRANK.wav,frank cusumano,sweaty balls,schweaty balls,
1224,SCREAM%20OPINION.wav,tim,opinion scream,just give an opinion and scream,
1225,SCREAM.wav,unknown man,reporter scream,ahhhhhhhh,
1226,SCREAMIN%20DEAMONS.wav,tim,scary screamin demons,screamin demons heheh,
1227,SCUMBAGS%20ON%20FAN%20PAGE.mp3,fitchick,scumbags fan page fitchick,these scumbags on the fan page,
1228,SEE%20DOUG%20DRUNK.mp3,charlie,drunk charlie,I wanna see doug all drunk,
1229,SEND%20ME%20SOME%20REQUESTS.wav,plowboy,requests plowboy,send me some requests boys,
1230,SENSATIONAL.mp3,cat,sensational cat,hahah sensational,
1231,SERVICE%20EACH%20OTHER.mp3,tim,service,we service each other,
1232,SETTLE%20THIS.wav,charlie,settle airwaves,you wanna settle this like men lets do it over the AM airwaves,
1233,SEVERE%20CONSEQUENCES.mp3,big al,al severe consequences,you will suffer severe consequences,
1234,SEX%20=%20DAD%20DEAD.wav,unknown woman,sex dad dead,I had sex and now dad is dead,
1235,SEX%20LEVEL-TIMBERFAKE.mp3,timberfake,sex level timberfake playbaby,aint nobody in stlouis on my sex level,
1236,SEX%20SHOW-TIMBERFAKE.mp3,timberfake,sex show timberfake,the sex show,
1237,SEX%20SLAVE.mp3,plowboy,sex slave plowboy,I like the sex slave,
1238,SEX%20WITH%20GIRLS-TIMBERFAKE.mp3,timberfake,timberfake playbaby sex,I have sex with girls when I want to,
1239,SEXUAL%20DEVIANT.mp3,tim,sexual deviant,im a real sexual deviant,
1240,SEXY%20NOSE%20RING.mp3,timberfake,sexy nose ring timberfake,that sexy nose ring,
1241,SEXY%20VIXENS.mp3,plowboy,sexy vixens plowboy,they are sexy vixens thats for sure,
1242,SHAKY%20WITH%20FLATSTICK.mp3,tim,flatstick,hes been shaky with the flatstick,
1243,SHAVE%20MY%20BALLS.wav,plowboy,shaved balls,I shaved my balls for this,
1244,SHAVE%20NUT%20SACK.mp3,tony messenger,nutsack shave messenger,I shave only my left nutsack if the cards win,
1245,SHE%20SOUNDS....mp3,tim,cute,wow she sounds super hella cute bro,
1246,SHE%20WANTS%20TO%20GET%20AFTER%20IT.mp3,jay jr,jay party,she wants to get after it,
1247,SHE'S%20A%20LESBIAN.mp3,tim,lesbian,I think shes a lesbian,
1248,SHE'S%20A%20WHORE.mp3,plowboy,whore plowboy,just a little whore,
1249,SHE'S%20AS%20DEEP%20AS%20KIDDY%20POOL.mp3,prodjoe,deep prodjoe,she is about as deep as a kiddy pool,
1250,SHERMAN%20LAUGH.wav,richard sherman,laugh sherman,hahahah,
1251,SHIP%20IT.mp3,larry nickel,larry ship ,larry ship it real nice like,
1252,SHIPS%20SINKING.mp3,cat,ship sinking,uh oh the ship be sinking,
1253,SHOOT%20=%20SCORE.mp3,ken hitchcock,hitchcock,you cant shoot you cant score,
1254,SHOOT%20THE%20HOT%20DOG.wav,doug,shoot hot dog,did you ever get to shoot the hot dog,
1255,SHOT%20N'%20HOT%20DOG.wav,tim,shot hot dog ,I need a shot and a hot dog,
1256,SHOW%20IS%20GREAT.mp3,unknown man,great show,I think everything about this show is great,
1257,SHOW%20IS%20SECOND%20FAMILY.mp3,unknown man,family,you guys are like my second family,
1258,SHRUB%20BOUTIQUES.mp3,tim,shrub boutiques,shrub boutiques,
1259,SHRUB%20GATE.mp3,caller adam,shrubgate shrub adam,shrub gate,
1260,SHRUB%20TOUCHING.mp3,tim,shrub,you wanna touch my shrubs,
1261,SHRUBS%20OUT%20OF%20BIKINI.mp3,caller adam,shrubs bikini adam,the shrubs are coming out of the bikini,
1262,SHRUBS%20WILD.mp3,tim,shrubs bush,shrubs as wild as the austrilian bush,
1263,SHRUBS.mp3,frank cusumano,shrubs frank,shrubs,
1264,SHUT%20UP%20BOZOS.mp3,unknown man,bozos ,tell these bozos to shut up,
1265,SHUT%20UP%20DOUG-LARRY.mp3,larry nickel,larry shut,shut up doug,
1266,SHUT%20UP%20DOUG.mp3,unknown man,shutup,ahhh shut up doug,
1267,SHUT%20YOUR%20LITTLE%20WHORE%20MOUTH.mp3,unknown man,whore mouth shut,shut your little whore mouth,
1268,SICK%20GOAL.wav,unknown man,sick goal,that was sick goal yea,
1269,SICK.wav,john lackey,john lackey sick,sick,
1270,SINGING%20LAUGH.mp3,tim,laugh,ha ha ha,
1271,SIPPING%20(CHARLIE).mp3,charlie,sound effect sipping slurping,sipping noises,
1272,SIT%20DOWN%20JIM.wav,matt holliday ,sit jim holliday,sit down jim,
1273,SIX%20LAP%20DANCES.wav,larry nickel,lap dances strip strippers six,I wanted six lap dances,
1274,SIX.mp3,tim,six,like I said its six,
1275,SKATE%20BOYS%20NIGHT.wav,tim,skate ,tonights a skate boy skate night,
1276,SLATHER%20DOUG.mp3,cat,slather,slather it up doug,
1277,SLIDE%20PIECE.mp3,charlie,slider slidepiece pitching charlie,hows your slide piece,
1278,SLOW%20TIME.mp3,tim,slow,well its a slow time,
1279,SMALLER%20NIPPLE.mp3,weezer,weezer nipple,im a gentleman with a little bit of a smaller nipple,
1280,SMELL%20GOOD.mp3,charlie,smell charlie,in the end you want to smell good,
1281,SMOKING%20HERB.mp3,plowboy,plowboy high weed herb,I was dipping into the herb,
1282,SMOKING%20POLE.mp3,unknown man,smoking pole,kind of smoking on the other guys pole,
1283,SMOOTH%20OPERATOR.wav,doug,smooth operator,smooth operator,
1284,SNAKES%20IN%20YOUR%20BACKYARD.mp3,prodjoe,snakes backyard serpent,there are snakes in your backyard, 
1285,SNAP%20CHAT%20KATIE.mp3,larry nickel,snapchat katie larry,ill talk to you later katie via snapchat,
1286,SNIPER%20DANDIES.wav,plowboy,sniper dandies ,the sniper dandies,
1287,SNOOTFUL.mp3,unknown man,snootful,that guys a snootful,
1288,SNUBS%20ME.wav,dennis hof,hof shubs,he snubs me,
1289,SNUGGLE%20TRIB%20MAKEOUT.mp3,janie the lesbian,snuggle trib kiss janie lesbian,I like to snuggle trib and makeout,
1290,SO%20HAPPY.wav,unknown woman,happy,im just so happy,
1291,SO%20HOT.wav,tim,hot,so hot,
1292,SO%20MANY%20FEMALE%20FANS.wav,larry nickel,female fans larry,I have so many female fans I cant help it,
1293,SO%20WEIRD-TAWNY.mp3,tawny,weird tawny,haha this is so weird,
1294,SOCKIN%20IT.wav,doug,socking,now hes socking it quite well,
1295,SOFT%20N%20REWARDING.mp3,tim,soft rewarding,at least hes going to be soft and rewarding,
1296,SOLID%20BASE.wav,unknown man,base,very solid base,
1297,SOLID%20STL%209.mp3,charlie,charlie nine,im a solid saint louis nine,
1298,SOME%20WEINERS.wav,doug,weiners,some weiners,
1299,SOMEBODY%20JELLY.mp3,unknown man,jelly jealous,somebodys jelly,
1300,SOMETHING%20ELSE%20YOU%20NEED-ADAM.mp3,caller adam,else adam,is there something else you need,
1301,SOMETHING%20ELSE.mp3,unknown man,else,you guys are something else,
1302,SOMETHING%20FUNNY.wav,jeff abeln,funny abeln,you guys find something funny you look in the mirror,
1303,SOMETHING%20HAS%20TO%20GIVE.mp3,cat ,cat give,something has to give,
1304,SON%20IS%20A%20WOLF.mp3,unknown man,wolf,my sons a wolf,
1305,SOORY%20WANNA%20TALK%20ABOUT%20BUTTPLUGS.wav,charlie,buttplugs charlie,im sorry do you want to talk about butt plugs,
1306,SORRY%20FELLA.wav,caller ellen,sorry ellen,sorry fella,
1307,SORRY%20LEARNED%20NOTHING.mp3,gabe dearmond ,gabe learned nothing,I just want to apologize to all of the listeners who listened to that segment and learned nothing,
1308,SORRY.wav,tim,sorry,im sorry everybody,
1309,SOUND%20LIKE%20PLEASURE.mp3,tim,pleasure,sounded like she was experiencing pleasure,
1310,SOUNDED%20DIRTY.mp3,cat,dirty sounded,sounded dirty,
1311,SOUNDS%20DELIGHTFUL.wav,unknown man,delightful,mmm that sounds delightful,
1312,SPECIAL%20SAUCE.mp3,charlie,special sauce charlie,that was kind of my own little special sauce,
1313,SPENT%20SOME%20TIME%20TOGETHER.mp3,prodjoe,time prodjoe,you and I have spent some time together,
1314,"SPLURGE,%20ENJOY%20LIFE.mp3",plowboy,splurge enjoy plowboy,you gotta splurge and enjoy life,
1315,SPOIL%20ME.mp3,tim,spoil daddy,spoil me daddy,
1316,SPORTS%20DISCUSSION-HANG%20UP.mp3,unknown man,sports dicussion ,I knew that would be a super sports discussion so I hung up,
1317,SPORTS%20RADIO.wav,alpena,sports radio,sports radio is supposed to be about sports,
1318,SPREAD%20MY%20WINGS%20BABY.mp3,tim,spread wings fly,let me spread my wings and fly baby,
1319,SPREAD%20THE%20LOVE.mp3,jay jr,spread love jay,spread the love dog,
1320,SPREADING%20LEGS.wav,plowboy,spread legs plowboy,im spreading my legs like the dickens,
1321,SPUDS%20BEFORE%20STUDS.mp3,tim,fries spuds studs,spuds before studs,
1322,STACKING%20PILLOWS.mp3,tim,stacking pillows goalie,you like when a guy talks about staking pillows baby,
1323,STAN%20IS%20AN%20ASS.mp3,big al,al stan kroenke ass,stan youre an ass,
1324,STAN%20NEEDS%20TO%20SPEAK.mp3,unknown man,speak stan,im not going to speak for stan thats something he is going to have to do,
1325,STAR%20WARS%20WOOT.mp3,tim,star wars woot,woot woot woot woot,
1326,STARTER.wav,matt holliday ,rosenthal holliday starter baseball,im a starter at heart,
1327,STARTING%20TO%20WADDLE.mp3,caller ellen,waddle ellen,im starting to waddle,
1328,STATE%20OF%20MISSOURI.wav,unknown man,missouri,in the state of missouri,
1329,STATION%20OWNERSHIP.mp3,tim,station ownership carport,I heard you owned it and you owned a carport too,
1330,STAY%20AWAY%20FROM%20STRIPPERS%20DOUG.wav,cat,strippers,stay away from the strippers doug,
1331,STEP%20FATHER%20LOVE.mp3,tim,stepfather relationship father,this guy and his step father have a hell of a relationship,
1332,STICKY%20ICKY.wav,tim,sticky weed herb marijuana,sticky icky ,
1333,STIFF%20ONE.mp3,charlie,stiff charlie,a nice stiff one,
1334,STILL%20A%20GREAT%20NIGHT-HARVEY.mp3,steve harvey,harvey night,still a great night,
1335,STILL%20HOTT-HOCHMAN.mp3,hochman,hot hochman,were still hot,
1336,STL%20MEDIA.wav,tim,media soft,media in this towns soft,
1337,STL%20PEOPLE%20SUCK.wav,unknown man,stl suck people,people from st louis suck,
1338,STL%20SUCKS.mp3,unknown man,stl suck people,well stl sucks and the people in stl suck,
1339,STONED%20AND%20BLAZED.wav,plowboy,stoned blazed high plowboy weed,im stoned im blazed im high,
1340,STOP%20RIDING%20US.wav,doug,riding,stop riding on us fella,
1341,STOP%20YELLING%20AT%20ME.mp3,cat,yelling,stop yelling at me,
1342,STORM%20A%20COMIN.mp3,tim,storm,theres a storm a coming boys,
1343,STRAP%20ON.mp3,tim,strap ,doug it is time for you to strap in im going to strap on,
1344,STRAPLESS%20DRESS.mp3,cat,strapless gown dress,id put on that strapless gown to be a part of that dinner,
1345,STRAUSS-RIGHTS%20HOLDER%20BADGE.mp3,joe strauss,rights holder badge fsn strauss media,keep signing up to get your rights holder merit badge,
1346,STRAUSS-WOO%20HOO.mp3,joe strauss,strauss ,who hoo,
1347,STRONG%20CALL.mp3,charlie,charlie strong call,strong call,
1348,STUPID%20HEAD.mp3,doug,stupid,well you sound like a young stupid head,
1349,STUPID%20SHOW.wav,cat,stupid ,im going to the stupid show,
1350,STUPID%20TO%20SAY.wav,doug,stupid,well thats a stupid thing to say,
1351,SUCK%20%20MY%20TOES%20JENNINGS.mp3,unknown man,jay fff toes,I was wondering if I could participite I was wondering if jennings could suck on my toes and stuff,
1352,SUCK%20IT%20DOUG.wav,jim edmonds,edmonds suck,suck it doug,
1353,SUGGESTION-LARRY.mp3,larry nickel,suggestion larry,that was only a suggestion,
1354,SUPER%20TIRED.wav,unknown woman,super tired,I know im super tired,
1355,SURE%20AS%20RAIN.wav,tim,sure rain,sure as rain,
1356,SURE%20WHATEVER.mp3,charlie,sure whatever charlie,sure whatever,
1357,SURROUNDED%20BY%20GUYS.mp3,cat,surrounded guys,there you were surrounded by a bunch of guys,
1358,SUSPEND%20ME%20DOUG.wav,unknown man,suspend ,can you suspend me doug,
1359,SWEET%20MAN.mp3,cat,sweet,what a sweet man,
1360,SWEET%20SPOT.mp3,tim,sweet spot,you know im trying to find the sweet spot,
1361,SWEET%20WOOT%20WOOT.wav,tim,sweet woot,sweet woot woot,
1362,SWITCH%20YOU%20OUT.mp3,tim,switch,ill switch you out,
1363,Sports%20Talk-Anyone%20Can%20Do%20It.mp3,cat,sports talk anyone,to do sports talk radio at this level pretty much anyone can do it,
1364,Sports%20Talk-Statue%20of%20Liberty%20of%20Careers.mp3,tim,careers sports talk,pretty much the statue of liberty of careers,
1365,TAIL%20CALL%20IN.wav,tim,tail call,tail call in,
1366,TAKE%20A%20CONSTITUTIONAL.mp3,jeff abeln,contitutional abeln,I think ill take a constitutional,
1367,TAKE%20ADVANTAGE%20OF%20THAT%20GIRL.wav,unknown woman,advantage,I think I did kind of take advantage of that girl though,
1368,TAKE%20AN%20INJECTION.mp3,jeff abeln,injection abeln,ill take an injection,
1369,TAKE%20POT.mp3,charlie,pot weed ,do you take pot,
1370,TAKING%20CARE%20OF%20JIM-MCCARVER.mp3,tim mccarver,mccarver ,you guys taking care of our jimmy,
1371,TAKING%20TO%20LEVEL.wav,unknown man,level,he took it to a level that it didnt need to be,
1372,TALENTED%20FELLA.wav,cat,talented fella,I think hes a talented young fella,
1373,TALK%20ABOUT%20ASS%20PLAY.mp3,tim,ass play,you like to talk about ass play a lot,
1374,TALK%20GOLF.wav,alpena,alpena golf hot take,you wanna talk about golf,
1375,TALK%20TOO%20MUCH%20DOUG.mp3,mike lee,mike lee talk,you talk too much doug,
1376,TASTE%20IT.wav,cat,taste,let him taste it,
1377,TASTE%20LIKE%20TONGUE.wav,unknown man,tongue,it tastes like tongue,
1378,TASTE%20ME.wav,tim,taste,taste me,
1379,TAWNY-WOOF.mp3,jimmy the bull,tawny woof bull,tawny woof,
1380,TEAR%20ME%20UP.wav,plowboy,plowboy tear,yea these guys would tear me up,
1381,TECH%20AND%20STUFF.wav,unknown man,technology,you know technology and stuff,
1382,TEE%20HEE%20HEE.wav,tim,teehee,teeheehee,
1383,TELL%20MIKE.wav,matt holliday ,holliday rosenthal ,I just gotta tell mike,
1384,TERMINOLOGY.wav,doug,terminology,we dont use that terminology not here we dont,
1385,TERRIBLE%20RESPONSE.mp3,paul from wc,terrible response paul,you can step down now cat I think that was a terrible response,
1386,TERRYS%20CUCKOLD.wav,tim,cuckold,terrys cuckold,
1387,THANK%20TIM%20FOR%20LASTNIGHT.mp3,unknown man,lemming lastnight,I want to thank tim for lastnight,
1388,THANKFUL%20FOR%20TIM.mp3,unknown man,lemming lord,we thank the lord for tim when we go to bed at night,
1389,THANKS%20DOUG-D%20GOOLD.mp3,derrick goold,thanks goold,perfect thanks doug,
1390,THANKS%20DOUG.mp3,unknown man,thanks,thanks doug,
1391,THAT%20A%20GIRL.wav,cat,atta cat,thata girl,
1392,THAT%20FAN%20PAGE.mp3,tim,fan page facebook,boy that fan page,
1393,THAT%20FAR%20YET.mp3,larry nickel,far larry,well we havent got that far yet,
1394,THAT%20SOUNDS%20GOOD.mp3,charlie,charlie good,that sounds good,
1395,THAT'D%20BE%20NICE.wav,mike lee,mike lee nice,thatd be nice,
1396,THAT'LL%20WORK.mp3,larry nickel,work larry ,thatll work,
1397,THAT'S%20SOUTHSIDE.wav,tim,southside south city,thats southside,
1398,THATS%20A%20TOUGHIE.mp3,douglas,toughie douglas,thats a toughie,
1399,THATS%20IT.mp3,doug,that it,thats it,
1400,THATS%20RIGHT%20DOUG.mp3,willy,willy,thats right doug,
1401,THATS%20SO%20GANGSTA.wav,tim,gangster gangsta,thats so gangsta,
1402,THE%20BROWNS.wav,plowboy,steam warmth browns,the steam and warmth of the browns,
1403,THE%20GREAT%20JIM%20HAYES.mp3,dan mac,danny mac great hayes,without further adieu the great jim hays,
1404,THE%20LOU.wav,cat,stl lou,from the lou heres how we do,
1405,THE%20OLE%20WHAMMY.wav,jeff abeln,whammy abeln,give em the old whammy,
1406,THE%20PASSWORD%20IS.mp3,charlie,password charlie,the password is,
1407,THE%20SCENERY.mp3,plowboy,scenery plowboy,just enjoying the scenery,
1408,,,,,
1409,,,,,
1410,,,,,
1411,,,,,
1412,,,,,
1413,,,,,
1414,,,,,
1415,,,,,
1416,,,,,
1417,,,,,
1418,,,,,
1419,,,,,
1420,,,,,
1421,,,,,
1422,,,,,
1423,,,,,
1424,,,,,
1425,,,,,
1426,,,,,
1427,,,,,
1428,,,,,
1429,,,,,
1430,,,,,
1431,,,,,
1432,,,,,
1433,,,,,
1434,,,,,
1435,,,,,
1436,,,,,
1437,,,,,
1438,,,,,
1439,,,,,
1440,,,,,
1441,,,,,
1442,,,,,
1443,,,,,
1444,,,,,
